nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,,,
nm0070932,Josep Maria Benet i Jornet,1940,2020,"writer,director,actor",tt0115462,tt0185154,tt0472642,tt0329868
nm0070933,Alicia Bonet,1947,\N,actress,tt0060379,tt0061752,tt0245846,tt0327353
nm0070935,Brenda Benet,1945,1982,actress,tt0059991,tt0059255,tt0077031,tt0070895
nm0070938,Isabel Benet,\N,\N,actress,tt1699171,tt14270702,tt0086551,tt0159848
nm0070942,Josep Benet,1920,2008,"actor,producer,miscellaneous",tt1333047,tt0074319,tt0043163,tt1213168
nm0070946,Marianne Benet,1936,\N,actress,tt0053272,tt0054120,tt0066672,tt0054696
nm0070949,Vicki Benet,\N,\N,"actress,soundtrack",tt0181053,tt0050030,tt0055069,tt0050025
nm0070955,Adriana Benetti,1919,2016,actress,tt0034268,tt0034561,tt0035230,tt0040284
nm0070958,Armando Benetti,\N,\N,actor,tt1062992,tt1032142,tt0172043,tt1418695
nm0070959,Carlo Benetti,1885,1949,"actor,production_manager",tt0034616,tt0003637,tt0030102,tt0031027
nm0070960,Luciano Benetti,\N,\N,"actor,miscellaneous",tt0140364,tt0056408,tt16607280,tt0200021
nm0070961,Nico Benetti,\N,\N,"miscellaneous,actor",tt0136416,tt0896667,tt0055906,tt0057390
nm0070962,Olga Benetti,\N,1949,actress,tt0991281,tt0009715,tt0172436,tt1184697
nm0070966,Frank Benettieri Jr.,\N,\N,"transportation_department,stunts,actor",tt0100826,tt0339412,tt0493464,tt0108255
nm0070975,Rob Benevides,\N,\N,"special_effects,make_up_department,actor",tt0119819,tt0177769,tt0099026,tt0460871
nm0070978,Barbara Beneville,\N,\N,"actress,director,art_department",tt1196946,tt8560126,tt11057226,tt0177213
nm0070984,Paco Beneyto,\N,\N,"music_department,actor",tt0424916,tt0390136,tt5296542,tt0096111
nm0070987,Yves Beneyton,1946,\N,actor,tt0187291,tt0098238,tt0131566,tt0082158
nm0070990,Jean Benezech,\N,\N,"camera_department,cinematographer,actor",tt0065912,tt0062106,tt0060137,tt0166598
nm0070991,Pascal Benezech,\N,\N,actor,tt0079002,tt0115567,tt0099072,tt0101700
nm0070994,Sonia Benezra,\N,\N,actress,tt0224902,tt0190884,tt0383534,tt0141399
nm0071001,Friedrich Benfer,1905,1996,"actor,soundtrack",tt0032587,tt0028016,tt0019885,tt0250957
nm0071003,Angus Benfield,\N,\N,"actor,producer,writer",tt12272734,tt8740976,tt15331842,tt1378167
nm0071005,Derek Benfield,1926,2009,"actor,writer",tt0068054,tt0127376,tt0129723,tt0089489
nm0071007,John Benfield,1951,2020,actor,tt1034385,tt0811080,tt0795493,tt1924396
nm0071008,Sarah Benfield,\N,\N,actress,tt0159226,tt0066637,tt1614886,tt0081585
nm0071011,Starla Benford,1964,\N,actress,tt0120787,tt0798817,tt0475276,tt0468489
nm0071020,Féral Benga,1906,1957,"actor,miscellaneous",tt0021331,tt0396031,tt0288782,tt0169868
nm0071024,Bengal,1951,\N,actor,tt0331834,tt0257176,tt0468846,tt0188640
nm0071026,Nadia Bengala,1962,\N,actress,tt0141343,tt3528060,tt27041843,tt0100365
nm0071027,Omán de Bengala,\N,\N,actor,tt0055311,tt0063305,tt0055541,tt0062929
nm0071031,Wilson Benge,1875,1955,actor,tt0020668,tt0021281,tt0020754,tt0019735
nm0071034,Norma Bengell,1935,2013,"actress,director,soundtrack",tt0179964,tt0059792,tt0140032,tt0198360
nm0071035,Traute Bengen,\N,\N,actress,tt0055643,tt0027612,tt0251192,tt0030938
nm0071039,Rody Benghazala,\N,\N,actor,tt0172070,tt0239785,tt0485070,tt0172064
nm0071044,Sinan Bengier,1948,\N,actor,tt1077085,tt0470883,tt4105670,tt0270053
nm0071051,Habib Benglia,1895,1960,actor,tt0168632,tt3106128,tt0210370,tt0037674
nm0071059,Hubertus Bengsch,1952,\N,actor,tt0082096,tt0081834,tt0092389,tt0086564
nm0071061,Billy Al Benston,1934,2022,"actor,miscellaneous",tt1031225,tt0486531,tt0082243,tt1827415
nm0071066,Ray Bengston,\N,\N,"actor,director,producer",tt2133360,tt1986769,tt6577202,tt5020034
nm0071072,Casper Bengtson,1973,\N,actor,tt21610676,tt0077051,tt0123120,tt13034750
nm0071073,Göran Bengtson,\N,\N,"producer,director,actor",tt0065799,tt0086651,tt14765830,tt0486531
nm0071075,Rolf Bengtsson,1931,1976,actor,tt0069764,tt0058782,tt0059176,tt0060812
nm0071078,Björn Bengtsson,1973,\N,"actor,script_department,writer",tt3139330,tt3775742,tt1670226,tt4179452
nm0071086,Gustaf Bengtsson,1878,1951,actor,tt0009416,tt0001999,tt0239546,tt0006706
nm0071089,Jan Bengtsson,\N,\N,actor,tt4467616,tt0398468,tt0204499,tt0136964
nm0071091,Josua Bengtson,1882,1958,"actor,soundtrack",tt0034237,tt0010206,tt0014014,tt0038770
nm0071092,Lasse Bengtsson,\N,\N,actor,tt0294939,tt0238251,tt0305945,tt0196614
nm0071095,Marianne Bengtsson,1937,2005,actress,tt0049819,tt0049237,tt0050756,tt0048082
nm0071096,Mats G. Bengtsson,1944,2005,"actor,soundtrack,composer",tt0090221,tt0342771,tt0104388,tt0083870
nm0071098,Mikael Bengtsson,\N,\N,actor,tt0185112,tt0104350,tt0101108,tt0115428
nm0071104,Roland Bengtsson,\N,\N,"music_department,actor,composer",tt10595800,tt0061793,tt0368093,tt7857666
nm0071106,Tore Bengtsson,1931,\N,actor,tt0051621,tt0060859,tt0907702,tt0062023
nm0071108,Vibeke Juul Bengtsson,1945,\N,"writer,actress,producer",tt0068677,tt13902184,tt0071914,tt0294109
nm0071111,Mohamed Benguettaf,1939,2014,actor,tt0062454,tt0108632,tt0856263,tt0332807
nm0071112,Antoine Benguigui,\N,\N,"writer,actor,composer",tt1542581,tt2205517,tt0997402,tt0436873
nm0071113,Catherine Benguigui,\N,\N,actress,tt8726338,tt0262429,tt1605783,tt0142688
nm0071114,Jean Benguigui,1944,\N,actor,tt0092781,tt0250223,tt0973780,tt1353090
nm0071115,Jean-Marc Benguigui,\N,\N,"assistant_director,actor,producer",tt0389635,tt2294927,tt0460547,tt1364478
nm0071116,Valérie Benguigui,1961,2013,"actress,soundtrack",tt1068646,tt1239455,tt0119344,tt2179121
nm0071119,Vedat Örfi Bengü,1900,1953,"director,writer,actor",tt0306503,tt0312486,tt0308200,tt0314964
nm0071122,Karim Benhadj,\N,\N,"camera_department,actor",tt17595094,tt3921314,tt3395184,tt0174027
nm0071127,Dorothy Benham,1910,1956,actress,tt0162337,tt0429843,tt0008753,tt0007159
nm0071128,Elsa Benham,1908,1995,actress,tt0015291,tt0017000,tt0018635,tt0017763
nm0071131,Grace Benham,1876,1968,actress,tt0005649,tt0006343,tt0006687,tt0139431
nm0071132,Harry Benham,1884,1969,actor,tt0004846,tt0007834,tt0008750,tt0003337
nm0071133,Joan Benham,1918,1981,actress,tt0066722,tt0049067,tt0058382,tt0063895
nm0071135,Leland Benham,1905,1976,actor,tt0455036,tt0005744,tt0484623,tt0007159
nm0071141,Jean-Claude Benhamou,1938,\N,"actor,writer,producer",tt0083650,tt0203020,tt0088300,tt1092041
nm0071142,Jean-Jacques Benhamou,\N,\N,"producer,actor",tt2553440,tt2400969,tt1442260,tt1535023
nm0071151,Anne Benhaïem,1965,\N,"director,writer,actress",tt1444279,tt0178903,tt0322641,tt0323054
nm0071157,Alphonse Beni,1946,2023,"actor,director,writer",tt1505911,tt1505879,tt1505880,tt0072985
nm0071158,Katia Beni,1961,\N,actress,tt0346426,tt0106503,tt0103334,tt13387868
nm0071160,Ted Beniades,1922,2014,actor,tt0070666,tt0074962,tt0088513,tt0086250
nm0071166,Ruben Bénichou,\N,\N,actor,tt0185661,tt0169456,tt3805856,tt0115274
nm0071168,Philip Benichou,\N,\N,actor,tt0081858,tt0093638,tt0092325,tt0056758
nm0071176,Pierpaolo Benigni,1972,\N,actor,tt0092017,tt1075114,tt0078000,tt1031218
nm0071179,Francesco Benigno,1967,\N,"actor,director,writer",tt9034702,tt0100454,tt0086779,tt15716940
nm0071183,Anthony Beninati,\N,\N,actor,tt0167202,tt0112697,tt0126179,tt0112022
nm0071190,Cynthia Benini,1973,\N,actress,tt0344195,tt0249299,tt0202750,tt0144724
nm0071192,Fernando Benini,\N,\N,actor,tt0197573,tt0458634,tt0459011,tt0495207
nm0071201,Lynn Benisch,1940,\N,actress,tt0047736,tt0062595,tt0069658,tt0071033
nm0071202,Otýlie Benísková,1882,1967,actress,tt0168452,tt0031745,tt0168626,tt0172153
nm0071203,Ben Benison,1933,2019,"actor,miscellaneous,writer",tt0083393,tt0165026,tt24573632,tt0069609
nm0071207,Steve Benisty,\N,\N,"actor,director,writer",tt0198450,tt0458352,tt0882765,tt9674428
nm0071208,Butch Benit,1936,2005,actor,tt0069138,tt0077912,tt0285490,tt0072213
nm0071210,Ina Benita,1912,1984,"actress,soundtrack",tt0170177,tt1042290,tt0863138,tt0025476
nm0071211,Robert Benitah,\N,\N,"actor,stunts,special_effects",tt0427803,tt0466267,tt0100303,tt0111856
nm0071216,Agustín Benítez,1946,2008,actor,tt0324910,tt0451596,tt0238789,tt0104357
nm0071224,Leila Benitez,1930,2020,actress,tt0070926,tt0370864,tt0439964,tt1215039
nm0071225,Manuel Benítez,\N,\N,"actor,stunts",tt0093773,tt0211791,tt0211827,tt0284195
nm0071228,Mike Benitez,\N,\N,"actor,director,writer",tt4769836,tt0240890,tt10857160,tt7178640
nm0071235,Antonio de Benito,\N,\N,"camera_department,cinematographer,actor",tt0071658,tt0090696,tt0061608,tt0088461
nm0071239,Claire Benito,\N,\N,"actress,miscellaneous",tt0106341,tt0089925,tt0144072,tt0100709
nm0071243,Félix Benito,\N,\N,actor,tt3896100,tt0419704,tt0164474,tt0098077
nm0071249,Manuel de Benito,\N,2017,"actor,assistant_director,composer",tt0078466,tt0417599,tt0087414,tt0069255
nm0071255,Ramiro Benito,\N,\N,actor,tt0415421,tt0086335,tt0061821,tt0060234
nm0071257,Timy Benito,\N,\N,"actor,composer",tt0436225,tt0336160,tt0146468,tt0444298
nm0071261,John Benitz,\N,\N,"actor,director,writer",tt14623282,tt26315947,tt0220360,tt5091530
nm0071272,Alessandra Benjamin,\N,\N,actress,tt0171363,tt0381469,tt1291183,tt1488594
nm0071275,André 3000,1975,\N,"music_artist,soundtrack,actor",tt0417225,tt0377471,tt0365686,tt0430105
nm0071277,Anicette Benjamin,\N,\N,"actress,producer,production_manager",tt0087927,tt0295532,tt0240066,tt0087779
nm0071284,Breanna Benjamin,\N,\N,"casting_department,casting_director,actress",tt0073615,tt0107628,tt0108539,tt0117172
nm0071290,Christopher Benjamin,1934,\N,actor,tt0084509,tt0058846,tt0248568,tt0918940
nm0071292,Daniel Benjamin,\N,\N,"miscellaneous,actor",tt4513678,tt1485796,tt15398776,tt7653254
nm0071293,Darwin Benjamin,\N,2016,"stunts,actor,transportation_department",tt0084684,tt0085862,tt0083960,tt0087727
nm0071302,Floella Benjamin,1949,\N,"actress,soundtrack,writer",tt0862620,tt0425413,tt0804522,tt0072867
nm0071304,H. Jon Benjamin,1966,\N,"actor,writer,producer",tt1486217,tt0243655,tt0277371,tt0111942
nm0071309,Janis Benjamin,\N,\N,"miscellaneous,script_department,actress",tt0099739,tt0098519,tt0084737,tt0093143
nm0071319,Julia Benjamin,1957,\N,actress,tt0054545,tt0053525,tt0086789,tt0071042
nm0071324,Lauren Benjamin,\N,\N,"actress,make_up_department",tt1581844,tt0397402,tt0079833,tt0251439
nm0071329,Lucy Benjamin,1970,\N,actress,tt0098835,tt0096679,tt0088512,tt4082744
nm0071330,Marc Benjamin,1986,\N,actor,tt10384106,tt15418216,tt1083452,tt3681610
nm0071335,Matthew Benjamin,\N,\N,"actor,miscellaneous",tt0101844,tt0094226,tt0106946,tt0350258
nm0071342,Nashom Wooden,1969,2020,"soundtrack,actor",tt8206668,tt0105508,tt0203259,tt0155711
nm0071344,P.J. Benjamin,1951,\N,"actor,soundtrack",tt9742936,tt0268380,tt1839578,tt0892255
nm0071345,Paul Benjamin,1938,2019,actor,tt0079116,tt0340377,tt0097216,tt0064665
nm0071358,Ross Benjamin,1974,\N,"actor,assistant_director,producer",tt1582453,tt6554240,tt0115396,tt0119942
nm0071361,Shaun T. Benjamin,\N,\N,"actor,director,writer",tt6304874,tt1490516,tt1291580,tt5494792
nm0071369,Zachary Benjamin,1982,\N,actor,tt0098802,tt0094582,tt0092455,tt0113376
nm0071373,Scott Benjaminson,1965,\N,actor,tt0204626,tt0115857,tt0384680,tt0108002
nm0071382,Carlos Benjumea,1941,2021,"actor,writer",tt6311902,tt16356822,tt7415584,tt28451331
nm0071384,Ernesto Benjumea,\N,\N,actor,tt0888357,tt10367698,tt2187850,tt3539830
nm0071386,Marcela Benjumea,\N,\N,actress,tt7161342,tt14004398,tt4641290,tt1772250
nm0071397,Zsolt Benke,\N,\N,actor,tt0279191,tt0193276,tt0279120,tt0274871
nm0071399,Ulrike Benkelmann,1965,\N,actress,tt0211408,tt0108985,tt0111959,tt0108979
nm0071401,Andrey Benkendorf,1946,2012,"director,writer,actor",tt0110643,tt0105433,tt3065616,tt0237366
nm0071405,Fita Benkhoff,1901,1967,"actress,soundtrack",tt0049183,tt0033632,tt0032498,tt0049003
nm0071411,Abderrahmane Benkloua,\N,\N,actor,tt0071449,tt0079145,tt0074131,tt0246180
nm0071416,Tina Benko,\N,\N,actress,tt1485796,tt0848228,tt0489237,tt3715320
nm0071417,Tom Benko,\N,\N,"editor,director,actor",tt0092455,tt0106145,tt0112178,tt0081859
nm0071421,Nevenka Benkovic,\N,\N,actress,tt0061804,tt0049579,tt0057249,tt0058190
nm0071423,Zoltán Benkóczy,1946,\N,actor,tt0087407,tt0074522,tt0353357,tt0075996
nm0071424,Gyula Benkö,1918,1997,"actor,script_department,miscellaneous",tt0053325,tt0440845,tt0136966,tt0061881
nm0071425,László Benkö,1943,2020,"composer,actor,assistant_director",tt0164621,tt0144267,tt0363970,tt1066145
nm0071427,Márta Benkö,1947,2003,actress,tt0196670,tt0327115,tt0081349,tt0108950
nm0071428,Péter Benkö,1947,\N,actor,tt0069934,tt0401935,tt0061881,tt0176352
nm0071432,José Luis Benlliure,\N,\N,"director,writer,actor",tt0342530,tt0323161,tt0247969,tt0401894
nm0071434,Francisco Benlloch,\N,\N,actor,tt0415421,tt0079194,tt0079132,tt0323427
nm0071442,Yahia Benmabrouk,\N,\N,actor,tt7255020,tt8347432,tt0099244,tt17736216
nm0071443,Ralph Benmergui,\N,\N,"actor,producer,writer",tt0083197,tt1364608,tt0306393,tt1213666
nm0071447,Salima Benmoumen,\N,\N,actress,tt0444530,tt3561046,tt0271842,tt0194873
nm0071448,Fadila Benmoussa,\N,\N,actress,tt1361299,tt0136244,tt3468974,tt19078322
nm0071449,Salah Benmoussa,\N,\N,actor,tt0075241,tt0324011,tt0118933,tt0202289
nm0071452,Robert Benmussa,\N,\N,"producer,actor,miscellaneous",tt0104779,tt0380599,tt0253474,tt1139328
nm0071460,Elsa Benn,\N,\N,actress,tt0327539,tt0332724,tt0131335,tt0264494
nm0071462,J.B. Benn,\N,\N,actor,tt0413590,tt0114319,tt0411673,tt2607716
nm0071464,Jon T. Benn,1935,2018,"actor,producer",tt1258972,tt1754484,tt0446059,tt0068935
nm0071465,Kevin Benn,\N,\N,actor,tt2000425,tt0207899,tt0346365,tt2000387
nm0071466,Krystal Benn,1989,\N,actress,tt0120710,tt0214901,tt0158421,tt0115376
nm0071468,Susan Benn,\N,\N,actress,tt0094910,tt0093539,tt0086461,tt0087643
nm0071469,Walter Benn,\N,\N,actor,tt0149449,tt0433505,tt1405809,tt0806910
nm0071470,Zipporah Benn,\N,\N,actress,tt0119661,tt0333503,tt1006947,tt0130159
nm0071473,Marcel Ben Bennai,\N,\N,"assistant_director,actor",tt0117351,tt0100869,tt0113788,tt0118080
nm0071479,Dick Bennard,1874,1941,actor,tt0201462,tt0201461,tt0177041,tt0006409
nm0071480,François Bennard,\N,\N,actor,tt0167699,tt0168286,tt1176718,tt3739446
nm0071482,Patrick Bennat,\N,\N,"writer,actor,director",tt0110467,tt0242711,tt0109878,tt0186766
nm0071485,Eugenio Bennato,1948,\N,"composer,actor",tt0085453,tt0140568,tt0161415,tt0399778
nm0071486,Serena Bennato,1945,\N,actress,tt0077191,tt0094901,tt0194926,tt0471490
nm0071488,Ricarda Benndorf,\N,\N,actress,tt0234771,tt0047174,tt0338104,tt0055193
nm0071495,Albert Bennefeld,\N,\N,actor,tt0011221,tt0011676,tt0443262,tt0884082
nm0071496,Katja Bennefeld,1902,\N,actress,tt0025291,tt0135745,tt0022608,tt0024876
nm0071501,Anne Bennent,1963,\N,actress,tt0081086,tt0363801,tt0075430,tt1600527
nm0071502,Heinz Bennent,1921,2011,actor,tt0080610,tt0097565,tt0082933,tt0076686
nm0071507,Bill Benner,\N,\N,"transportation_department,actor,writer",tt0472027,tt0384286,tt0041014,tt0175526
nm0071509,Brett Benner,\N,\N,"casting_director,casting_department,actor",tt1441109,tt12708514,tt15677150,tt0285403
nm0071518,Yale Benner,1875,1952,actor,tt0006210,tt0002574,tt0013367,tt0007185
nm0071521,Marc Bennert,1987,\N,actor,tt1210018,tt0312097,tt0423759,tt0111974
nm0071525,John Bennes,1933,2018,actor,tt0187393,tt0119345,tt0132477,tt0098627
nm0071528,Anne Bennet,\N,\N,"producer,production_manager,actress",tt6063926,tt0119589,tt0105051,tt0497991
nm0071536,Earl Bennett,1919,2007,"editor,sound_department,actor",tt11434666,tt0061250,tt0070016,tt11427366
nm0071537,Angelena Bonet,1976,\N,"actress,editor,producer",tt10969622,tt8306196,tt9024034,tt17225716
nm0071542,Gordona Bennet,1887,1954,actress,tt0004635,tt1275853,tt0019798,tt0007440
nm0071543,Guy-Pierre Bennet,\N,\N,"actor,writer",tt0120305,tt0153737,tt0291032,tt6820184
nm0071547,Joel Bennett,\N,\N,actor,tt0082340,tt0112022,tt0089269,tt0760315
nm0071548,John Bennet,\N,\N,actor,tt0345551,tt0131078,tt0094960,tt0075143
nm0071549,Julius Bennet,\N,\N,actor,tt0036796,tt0130357,tt0037745,tt0034764
nm0071560,Spencer Gordon Bennet,1893,1987,"director,producer,actor",tt0024192,tt0015930,tt0019696,tt0282813
nm0071579,Alex Bennett,\N,\N,actor,tt0259512,tt0189538,tt7638414,tt0443653
nm0071582,Alma Bennett,1904,1958,actress,tt0016021,tt0014836,tt0016039,tt0018235
nm0071583,Amy Bennett,1975,\N,"actress,miscellaneous,soundtrack",tt0116075,tt0118298,tt0897403,tt0289330
nm0071585,Andrew Bennett,\N,\N,actor,tt0120865,tt15109082,tt2573858,tt0145653
nm0071588,Andy Bennett,\N,\N,"stunts,actor,visual_effects",tt13636038,tt10369484,tt7049682,tt11958610
nm0071589,Angela Bennett,\N,\N,actress,tt0095927,tt0208614,tt4899370,tt0094917
nm0071592,Anne Bennett,\N,\N,"actress,soundtrack",tt0300647,tt0292475,tt0034279,tt0028732
nm0071593,Anne Bennett,\N,\N,"miscellaneous,actress,producer",tt0246460,tt0143145,tt5620398,tt0425196
nm0071601,Barbara Bennett,1906,1958,actress,tt0006204,tt0020470,tt0023154,tt0020187
nm0071602,Belle Bennett,1891,1932,actress,tt0013135,tt0016395,tt0020794,tt0021289
nm0071603,Ben Bennett,1929,2018,actor,tt0056109,tt0058796,tt0055260,tt0204079
nm0071607,Bern Bennett,1921,2014,"miscellaneous,actor",tt0092325,tt0069658,tt0053493,tt0152426
nm0071610,Beverly Bennett,\N,\N,actress,tt4712062,tt0312977,tt1673519,tt0055259
nm0071612,Bill Bennett,\N,\N,actor,tt0074836,tt0108709,tt0069698,tt0080192
nm0071616,Billie Bennett,1874,1951,actress,tt0017132,tt0016498,tt0019870,tt0017309
nm0071617,Billy Bennett,1887,1942,actor,tt0032154,tt0165619,tt0415486,tt0025698
nm0071619,Bob Bennett,\N,\N,actor,tt0069227,tt0064743,tt0066193,tt0051251
nm0071628,Brian Bennett,\N,\N,"stunts,actor",tt0138304,tt0251075,tt0120902,tt0187393
nm0071635,Brooke Bennett,\N,\N,actress,tt0189874,tt0123778,tt0129618,tt0184286
nm0071636,Bruce Bennett,1906,2007,"actor,writer",tt0036323,tt0039302,tt0040897,tt0037913
nm0071640,C.J. Bennett,1965,\N,actress,tt0134353,tt1514844,tt0131733,tt4437150
nm0071654,Catherine Bennett,1901,1978,actress,tt0017420,tt0013970,tt0013987,tt0179532
nm0071657,Charles Bennett,1899,1995,"writer,director,actor",tt0032484,tt0026029,tt0049470,tt0041616
nm0071658,Charles Bennett,1893,1943,"actor,soundtrack,director",tt0014672,tt0231990,tt0009862,tt0025907
nm0071661,Charles Edward Bennett,\N,\N,"miscellaneous,assistant_director,actor",tt0790686,tt14826022,tt0438488,tt1285009
nm0071667,Chester Bennett,\N,1943,actor,tt0240069,tt0240041,tt0008167,tt0322740
nm0071672,Christine Bennett,1948,\N,"actress,soundtrack",tt0075974,tt5108520,tt6506286,tt0074627
nm0071675,Christopher Derek Lee,\N,\N,"stunts,actor",tt0107978,tt0112950,tt0116320,tt0265087
nm0071676,Chuck Bennett,\N,\N,"actor,assistant_director,miscellaneous",tt0790686,tt0109198,tt0097567,tt0093793
nm0071680,Clé Bennett,\N,\N,"actor,director,soundtrack",tt1059475,tt1740299,tt3556944,tt9208876
nm0071681,Colin Bennett,\N,\N,"actor,writer,producer",tt0147754,tt0180370,tt2235695,tt0078037
nm0071686,Corey Bennett,\N,\N,"miscellaneous,camera_department,actor",tt1649049,tt1885258,tt3752896,tt6462958
nm0071693,Darlene Bennett,\N,\N,actress,tt0138084,tt0138636,tt0146230,tt0148865
nm0071697,Dave Bennett,\N,\N,"miscellaneous,production_manager,actor",tt0212346,tt13139228,tt3706352,tt4995540
nm0071703,David Bennett,1945,\N,actor,tt0469026,tt0096540,tt0115130,tt0087590
nm0071708,Dean Bennett,\N,\N,actor,tt0313656,tt0083936,tt0259826,tt0082085
nm0071712,Denosh Bennett,\N,\N,"actress,soundtrack,miscellaneous",tt0322589,tt0118747,tt0120531,tt0814255
nm0071726,Douglas Bennett,\N,\N,"actor,director,writer",tt13833978,tt2364582,tt19265146,tt1124373
nm0071727,Douglas Bennett,\N,\N,actor,tt0088580,tt0129685,tt0088630,tt0108709
nm0071731,Edgar Bennett,\N,\N,"editorial_department,editor,actor",tt0279158,tt0450907,tt0284770,tt0280282
nm0071732,Edmond Bennett,1921,1986,actor,tt0187699,tt0165592,tt0075555,tt0159195
nm0071733,Edna Bennett,1899,1976,actress,tt0035760,tt0020684,tt0344294,tt0022042
nm0071734,Edward Bennett,1950,\N,"director,writer,actor",tt0083582,tt0103902,tt0259733,tt0434151
nm0071737,Eileen Bennett,1920,\N,actress,tt0032061,tt0035441,tt0035095,tt0417562
nm0071739,Elizabeth Bennett,1944,\N,actress,tt1322333,tt0808339,tt0337909,tt0092605
nm0071742,Elizabeth Ann Bennett,1978,\N,actress,tt2402207,tt0165859,tt0383393,tt1778924
nm0071746,Enid Bennett,1893,1969,actress,tt0015268,tt0010736,tt0009095,tt0017576
nm0071749,Estelle Bennett,1941,2009,actress,tt0060167,tt0094433,tt1049115,tt0196287
nm0071752,Faith Bennett,1903,1969,actress,tt0420174,tt0167277,tt0166292,tt0139597
nm0071753,Fleur Bennett,1968,\N,actress,tt0118401,tt0108875,tt0103429,tt0105977
nm0071754,Fran Bennett,1937,2021,actress,tt0111686,tt0096684,tt0094484,tt0134273
nm0071755,Fran Bennett,1934,1999,actress,tt0049261,tt0047835,tt0051070,tt0048257
nm0071756,Frances Bennett,1930,2014,"actress,writer",tt0081878,tt0163440,tt0063946,tt0298665
nm0071758,Frank Bennett,1890,1957,actor,tt0007257,tt0006745,tt0006864,tt0138579
nm0071762,Franklyn Bennett,1904,1975,actor,tt0034891,tt0034907,tt0038660,tt0150897
nm0071764,Frederick Bennett,\N,\N,"actor,writer",tt0010190,tt0008216,tt0008491,tt0175718
nm0071767,Garrett Bennett,1968,\N,"actor,director,producer",tt1591471,tt0285086,tt0108473,tt1588475
nm0071768,Gareth Bennett,\N,\N,"actor,miscellaneous,director",tt0142231,tt0090391,tt0202391,tt0221358
nm0071775,Geoffrey Bennett,\N,\N,actor,tt0099337,tt0100631,tt0094138,tt5154104
nm0071781,Gertrude Bennett,1899,1985,actress,tt0021459,tt0017460,tt0020726,tt0013886
nm0071784,Greg Bennett,\N,\N,"actor,miscellaneous",tt0107045,tt0259882,tt0115351,tt0298814
nm0071786,Gregory Bennett,1950,\N,actor,tt0118480,tt0280380,tt17502372,tt0460681
nm0071789,Harold Bennett,1898,1981,actor,tt0068040,tt0162833,tt0159857,tt0075696
nm0071790,Harve Bennett,1930,2015,"producer,writer,actor",tt0088170,tt0084726,tt0092007,tt0098382
nm0071791,Heather Bennett,\N,\N,actress,tt0990935,tt0055185,tt0162069,tt0050773
nm0071792,Helen Bennett,1911,2001,actress,tt0031645,tt0038909,tt0038703,tt0038039
nm0071797,Hugh Bennett,1892,1950,actor,tt0489165,tt0433190,tt0467085,tt0007317
nm0071799,Hywel Bennett,1944,2017,"actor,soundtrack",tt0067568,tt0115288,tt0060395,tt0063729
nm0071802,J. Moy Bennett,1875,\N,actor,tt0016472,tt0017719,tt0015249,tt0016316
nm0071805,Jack Bennett,\N,\N,actor,tt0166379,tt0235953,tt0225434,tt2520484
nm0071806,Jack J. Bennett,1970,2022,"actor,director,writer",tt0460649,tt2224373,tt0410975,tt0412142
nm0071808,Jahary Bennett,\N,\N,actor,tt0091671,tt0107247,tt0098932,tt0101111
nm0071813,Jason Bennett,\N,\N,actor,tt0099951,tt0108863,tt0103415,tt0105014
nm0071817,Jean Bennett,\N,\N,actress,tt0059169,tt2259626,tt5337612,tt5533106
nm0071818,Jeff Bennett,1962,\N,"actor,music_department,soundtrack",tt0461770,tt0118360,tt0892700,tt0095179
nm0071822,Jesse Bennett,1929,2019,actor,tt0108941,tt0300212,tt0104981,tt0118863
nm0071824,Jill Bennett,1931,1990,"actress,writer",tt0044926,tt0091374,tt0082398,tt0059496
nm0461498,Beyoncé,1981,\N,"music_artist,soundtrack,actress",tt1198138,tt6105098,tt0295178,tt0443489
nm0071831,Joanna Bennett,1966,\N,"actress,stunts",tt0476995,tt0242241,tt0329934,tt0385482
nm0071833,Joe Bennett,\N,\N,actor,tt0087774,tt0079227,tt0111936,tt0101984
nm0071838,John Bennett,1928,2005,"actor,soundtrack",tt0078480,tt0119116,tt0181689,tt0253474
nm0071842,John Aaron Bennett,1984,\N,actor,tt0112137,tt0107181,tt0101124,tt0094484
nm0071844,John David Bennett,1984,\N,actor,tt12494574,tt0173666,tt0144701,tt0413819
nm0071846,John M. Bennett,\N,\N,"producer,actor,writer",tt0151299,tt1074191,tt3044748,tt0100404
nm0071847,Manu Bennett,1969,\N,"actor,producer,director",tt15686638,tt2310332,tt2193021,tt1442449
nm0071848,Jordan Bennett,1952,\N,actor,tt0068067,tt0068149,tt0069620,tt0087805
nm0071849,Joseph Bennett,1894,1931,actor,tt0010430,tt0009350,tt0019625,tt0019596
nm0071851,Joseph Bennett,1968,2015,"actor,soundtrack",tt0103586,tt0104454,tt0275468,tt1190535
nm0071855,Julie Bennett,1932,2020,"actress,writer",tt0154587,tt0042123,tt0112175,tt0082461
nm0071860,Kathy Bennett,1943,\N,actress,tt0057523,tt0050037,tt0051247,tt0052472
nm0071863,Kelly Bennett,\N,\N,actress,tt0083447,tt0165119,tt1480503,tt0118827
nm0071865,Ken Bennett,\N,\N,actor,tt0118851,tt0102895,tt0098954,tt0106138
nm0071869,Kenya Bennett,\N,\N,"transportation_department,actress",tt0138289,tt0203421,tt1655461,tt3057572
